year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2019,DOGFIGHTER: WORLD WAR 2,DOGFIGHTER: WORLD WAR 2,DOGFIGHTER -WW2-,SEGA,2019,ASIA,Sony Playstation 4,General,na,na
2019,SAMURAI SHODOWN (2019),SAMURAI SHODOWN (2019),SAMURAI SPIRITS (??),SNK CORPORATION,2019,ASIA,Sony Playstation 4,Mature 18,Strong Violence and Gore,"‘Samurai Shodown’ is a fighting game, and the reboot of the Samurai Shodown series that is best known for its blade-wielding fighters. In the Story mode, the player faces the other fighters in battle before reaching the final boss and saving humanity from annihilation.

This game is rated M18 for strong violence and gore.

The player chooses from a roster of 16 characters to take part in melee combat matches across various arenas. Each fighter is equipped with their own unique weapon, special attack and attack combos. Most of the fighters wield a bladed weapon. Some fighters have animals as their side-kick, aiding them in battle. When in Story mode, the player selects a fighter from the line-up and is randomly matched to fight with the remaining fighters before facing the final boss at the end.

The general combat gameplay requires the player to go through several matches against various opponents with the aim of ultimately defeating them. During each match, the fighters face off against each other in armed combat with combo attacks that include weapon strikes, hand-to-hand combat and special attacks. When the fighter is struck forcefully with a weapon, a large gush of blood appears upon impact. Sometimes the fighter may get sliced into half at the waist by the opponent’s the finishing blow, accompanied by copious amounts of blood splatter that stains the ground temporarily. These depictions are permissible under the M18 rating where the Classification Guidelines state that “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters” are allowed.

The game features several female fighters who often appear in figure-hugging, revealing outfits. Some of their outfits accentuate the outline of the breasts. The player will also face a female humanoid character that reveals her naked body, indicative of her vulnerable state, when she has been sufficiently attacked by the player. However, the nudity is infrequent as she is dressed in a black robe most of the time, and does not include any details such as nipples or genitalia."
2019,MEGAMAN ZERO/ZX LEGACY COLLECTION,MEGAMAN ZERO/ZX LEGACY COLLECTION,MEGA MAN ZERO / ZX LEGACY COLLECTION,CAPCOM,2020,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,MARIO & SONIC AT THE OLYMPIC GAMES TOKYO 2020,MARIO & SONIC AT THE OLYMPIC GAMES TOKYO 2020,na,SEGA,2019,ASIA,Nintendo Switch,General,na,na
2019,GOLEM,GOLEM,na,PERPETUAL EUROPE,2019,EURO,Sony Playstation 4,General,na,na
2019,ATELIER RYZA: EVER DARKNESS & THE SECRET HIDEOUT,ATELIER RYZA: EVER DARKNESS & THE SECRET HIDEOUT,na,KOEI TECMO EUROPE LTD,2019,"ASIA,EURO,US","Nintendo Switch,Sony Playstation 4",General,na,na
2019,?????????????? ??????!,CHOCOBO’S MYSTERY DUNGEON EVERYBUDDY!,CHOCOBO’S MYSTERY DUNGEON EVERY BUDDY!,SQUARE ENIX,2019,"JP,US","Nintendo Switch,Sony Playstation 4",General,na,na
2019,DRAGON MARKED FOR DEATH,DRAGON MARKED FOR DEATH,na,NIGHTHAWK INTERACTIVE,2019,EURO,Nintendo Switch,General,na,na
2019,ANCESTORS LEGACY - CONQUEROR'S EDITION,ANCESTORS LEGACY - CONQUEROR'S EDITION,ANCESTORS LEGACY,EXCALIBUR GAMES,2019,EURO,"Nintendo Switch,Sony Playstation 4",Mature 18,Coarse Language and Nudity,"“Ancestors Legacy – Conqueror’s Edition” is a real-time strategy game set in Europe during the Middle Ages.  The player chooses one nation out of four available (Viking, Anglo-Saxon, German and Slav) and leads it to victory either in a single player story campaign or against other players in multiplayer battles.

The game is classified M18 for coarse language and nudity.

The player controls a nation and makes decisions such as constructing buildings, managing resources and ordering units in battle. Most units are commanded as a squad with no control over individual actions, with the exception of hero units who are based on historical figures. The gameplay objective is typically to destroy the opponent’s main building, the town hall. In the story campaign, there are also mini-objectives such as freeing prisoners or killing a specific character.

Blood spurts are frequently depicted when the units damage each other with medieval weapons such as spears, swords and axes. The blood stains the characters and the ground. These details are visible if the player zooms in to the closest distance. Some of the set pieces also show some details of mild gore, such as corpses hung from trees or impaled on stakes, but these objects cannot be interacted with. Story scenes comprising still images also depict scenes of violence such as bloodied battlefields strewn with mutilated corpses.

The game contains frequent use of coarse language, such as the expletives “mother**ker”, “c**t”, “cocks**ker” and “f**k” uttered by various characters in the story scenes. This is permitted under the M18 Guidelines which allow “frequent use of strong coarse language”.

There are some still images in the story scenes which show women with their breasts exposed. This can be allowed under the M18 guidelines which permit “Depiction of topless nudity or occasional full frontal nudity.”"
2019,LASTFIGHT,LASTFIGHT,LAST FIGHT,JUST FOR GAMES,2019,EURO,Nintendo Switch,General,na,na
2019,CRASH DUMMY,CRASH DUMMY,na,FUNBOX MEDIA,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,OLYMPIC GAMES TOKYO 2020: THE OFFICIAL VIDEO GAME,OLYMPIC GAMES TOKYO 2020 - THE OFFICIAL VIDEO GAME,na,SEGA,2019,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,"SOCCER, TACTICS & GLORY","SOCCER, TACTICS & GLORY",SOCCER TACTICS & GLORY,TOPLITZ PRODUCTIONS,2019,US,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,ALL-STAR FRUIT RACING,ALL-STAR FRUIT RACING,ALL STAR FRUIT RACING,PQUBE,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,FARMER'S DYNASTY,FARMER'S DYNASTY,FARMER DYNASTY,BIG BEN,2019,EURO,"Sony Playstation 4,Xbox One",General,na,na
2019,3D MINIGOLF (2017),3D MINIGOLF,na,MARKT TECHNIK VERLAG GMBH,2019,EURO,Nintendo Switch,General,na,na
2019,DAEMON X MACHINA,DAEMON X MACHINA,na,NINTENDO,2019,ASIA,Nintendo Switch,General,na,na
2019,ASTERIX & OBELIX XXL 3 - THE CRYSTAL MENHIR,ASTERIX & OBELIX XXL 3 - THE CRYSTAL MENHIR,na,MICROIDS,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2019,JUNIOR LEAGUE SPORTS 3-IN-1 COLLECTION,JUNIOR LEAGUE SPORTS 3-IN-1 COLLECTION,na,FUNBOX MEDIA,2019,EURO,Nintendo Switch,General,na,na
2019,GRAVEL (2018),GRAVEL,na,MILESTONE S.R.L,2018,EURO,"Sony Playstation 4,Xbox One",General,na,na
2019,DEATH STRANDING,DEATH STRANDING,na,SONY INTERACTIVE ENTERTAINMENT INC.,2019,ASIA,Sony Playstation 4,Advisory 16,Suitable for 16 & Above,"Set in a post-apocalyptic world, “Death Stranding” is an action game that revolves around a courier named Sam Porter, who is responsible for transporting packages between settlements.

The game is rated Advisory 16 (Suitable for 16 & Above).

Played from third-person perspective, the player character takes on deliveries to discover new settlements and progress the story. The protagonist traverses across various terrains and must avoid detection from ghostly apparitions, as well as assist other human survivors.

The game contains some depictions of violence where details of bloodshed are seen. These include depictions of gun shooting where blood splatters are seen and bloodstains appear on the protagonist’s clothing. Violence is also depicted in cinematic scenes. For example, in one scene, a character is shot in the back, resulting in blood spurts and an aftermath scene of the character and an infant lying in blood pools. These depictions are contained under an Advisory 16 rating where the guidelines permit “realistic but not excessively graphic violence with depiction of blood”.

The game also contains some use of the expletive “f**k”. This is contained under an Advisory 16 rating where the guidelines permit “coarse language such as the use of the expletive ‘f**k’”. There is also some use of mild coarse language such as “shit”, “damn” and “bitch”.

In addition, there are some depictions of rear nudity, which are seen in non-sexual settings (e.g. characters showering)."
2019,SEGA GENESIS MINI,SEGA GENESIS MINI,na,SEGA,2019,ASIA,"Others, please specify",General,na,na
2019,???? E SPORTS,PUYO PUYO ESPORTS,na,SEGA,2019,ASIA,Sony Playstation 4,General,na,na
2019,MY TIME AT PORTIA,MY TIME AT PORTIA,na,TEAM 17,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,????,DESTINY CONNECT,na,SEGA,2019,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,MONSTER ENERGY SUPERCROSS: THE OFFICIAL VIDEOGAME 2,MONSTER ENERGY SUPERCROSS: THE OFFICIAL VIDEOGAME 2,MONSTER ENERGY SUPERCROSS 2,MILESTONE S.R.L,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,GEARS 5,GEARS 5,GEARS OF WAR 5,XBOX GAME STUDIOS,2019,"ASIA,US","Xbox One,Xbox One X",Mature 18,Strong Violence and Coarse Language,"‘Gears 5’ is a sci-fi third-person shooter that follows a group of elite soldiers fighting an alien threat. It is the sixth instalment of the ‘Gears of War’ series and sequel to ‘Gears of Wars 4’. The story revolves around Kait Diaz, who must work together with her companions to uncover the origins of an alien race known as the Locust.

The game is rated M18 for strong violence and coarse language.

Played from a third-person perspective, the player character explores various locations to complete mission objectives in order to progress the storyline. The protagonist is armed with weapons such as pistols, shotguns, assault rifles, knives, hammers, clubs and explosives. The player uses these weapons to engage enemies, including human soldiers, aliens and robots, in ranged or melee combat.

The level of violence is strong as enemies can be decapitated and dismembered when they are attacked by the player character. Shooting enemies with powerful weapons often cause them to explode into chunks of flesh. Other strong depictions of violence include melee attacks such as the use of a chainsaw to cut an enemy’s body into half; slashing an enemy’s throat or stabbing them in the head with a combat knife; and using a firearm to crush, bash or decapitate an enemy. Instances of violence are accompanied with realistic blood effects such as blood splatters, and blood stains on surrounding surfaces and characters’ clothing and armour. As the overall violence is impactful and realistic, the game is appropriate at M18 where the classification guidelines permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

The game also contains utterances of the expletives “f**k” and “motherf**ker”. Under the M18 rating “frequent use of strong coarse language” is permitted."
2019,NIPPON MARATHON,NIPPON MARATHON,na,PQUBE,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,THE SURGE 2,THE SURGE 2,na,DECK13 / FOCUS HOME INTERACTIVE,2019,EURO,"Sony Playstation 4,Xbox One",Mature 18,Violence and Gore,"Set in a futuristic city, “The Surge 2” is an action game about the protagonist who survives an air crash with a little girl. When government agents capture her, the protagonist dons an “exo suit” to rescue the girl from them as well as an evil cult, both of whom seek to exploit her.

Played from a third person perspective, the player controls the protagonist to explore the city and interact with various characters who will provide quests as well as information on the girl’s whereabouts and unlock progress in the story. Gameplay revolves around fighting enemies such as robots, cyborgs, and humans with mechanical enhancements, and collecting their parts to construct better armour and weapons. The protagonist can use a variety of weapons to defeat his enemies, such as an axe, a hammer, a mechanical sword, double blades etc.

The game is classified M18 for violence and gore.

Blood splatters when human characters are damaged during combat and stains the environment. Decapitation and dismemberment are frequently depicted in the game. When enemies are defeated, the protagonist performs a finishing blow which involves either severing an enemy’s neck; pulling off a limb or cutting an enemy into two at the waist. The finishing blow is depicted in slow motion, with visible details such as blood spray and exposed stumps. As such, the game would be more appropriately classified under an M18 rating where the Classification Guidelines permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”

The game also contains infrequent use of coarse language, such as the expletive “f**k”."
2019,BOXVR,BOXVR,BOX VR,PERPETUAL EUROPE/ FITAR LIMITED,2019,EURO,Sony Playstation 4,General,na,na
2019,DEVIL MAY CRY TRIPLE PACK,DEVIL MAY CRY TRIPLE PACK,na,CAPCOM,2020,ASIA,Nintendo Switch,General,na,na
2019,TOM CLANCY'S THE DIVISION 2,TOM CLANCY'S THE DIVISION 2,na,UBISOFT,2019,ASIA,"Sony Playstation 4,Xbox One",Mature 18,VIOLENCE AND STRONG COARSE LANGUAGE,"‘Tom Clancy’s The Division 2’ is an open-world third-person shooter set in Washington D.C., several months after the outbreak of a deadly smallpox pandemic in America. The player is an elite agent of The Division, an organisation of civilian soldiers charged with restoring order to society. The protagonist and other agents are sent to D.C. to prevent the city from plunging deeper into crisis, as various factions vie to wrest control of the Capitol amidst the chaos.

This game is rated M18 for violence and strong coarse language.

The player will control the protagonist from a third-person perspective to explore the streets and buildings of Washington D.C. and undertake a variety of missions. Completing missions allows the player to earn gear and equipment, as well as gain experience to level up skills and abilities. The player will frequently engage enemies with weapons such as explosives, firearms and gadgets like drones and turrets.

Blood splatters when characters are attacked. While exploring, the player may come across locations with blood stains, and see corpses of soldiers or civilians hanging from ceilings and walls. Stronger scenes of violence show defenceless characters being hit, kicked and shot in the head – men getting shot after forced games of Russian Roulette; suicide bombers triggering explosions to kill themselves and their victims; captives being struck in the head with a club or several times with a hammer. These depictions can be permitted under the M18 rating where the guidelines state that “Realistic violence such as killing, maiming or causing serious injury to humanoid characters can be allowed if not sadistic, cruel and abhorrent.”

Strong coarse language can be frequently heard in the dialogue, including the use of ‘motherf**ker’, ‘f**k’ and its variations. At the M18 rating, the guidelines permit “frequent use of strong coarse language.”"
2019,SQUISHIES,SQUISHIES,na,PQUBE/ BRAINSEED FACTORY,2018,EURO,Sony Playstation 4,General,na,na
2019,MONSTER JAM: STEEL TITANS,MONSTER JAM: STEEL TITANS,na,THQ NORDIC,2019,EURO,"Sony Playstation 4,Xbox One",General,na,na
2019,CAVEMAN WARRIORS,CAVEMAN WARRIORS,CAVEMAN WARRIORS DELUXE EDITION,JANDUSOFT,2019,EURO,Nintendo Switch,General,na,na
2019,OMEGA LABYRINTH LIFE (SWITCH VER),OMEGA LABYRINTH LIFE (SWITCH VER),na,H2 INTERACTIVE,2019,ASIA,Nintendo Switch,Mature 18,Some Nudity and Sexual References,"‘Omega Labyrinth Life’ is a dungeon crawler role-playing game following Hinata Akatsuki, the first transfer student since the founding of the prestigious Bellefleurs Girls’ Academy. A day after her transfer, the holy flower ‘Flora’ powering the academy’s garden of flowers suddenly withers. Together with her friends, Hinata goes on a quest to restore the academy’s beautiful garden.

The game is rated M18 with an advisory of “Some Nudity and Sexual References”.

Played from a top-down perspective, the player controls the girls to guide them through various levels of the maze to find their way to the Grail. Along the way, the girls have to fight various monsters and overcome obstacles hindering the mission.

As players successfully clear levels and defeat the monsters, they are awarded skill points which results in the girls’ bosoms going up a cup size. An animated sequence depicts the girls’ bosoms bursting out of their blouse, revealing their cleavage and brassieres, once they have reached their maximum cup size.

The game contains several suggestive mini-games. Players can upgrade the girls’ skill levels by giving them massages, where they can be seen in sexually suggestive positions and various stages of undress. During this sequence, players can touch on-screen icons that appear on various points of the girl’s body. While exploring a level, players may encounter hot springs where the girls can restore their health. The girls are seen soaking naked in the hot springs, with steam and water strategically obscuring details of nudity, and the player can interact with the character by maneuvering a hand cursor over the girl’s body. In these interactive sequences, the girl reacts to the interaction with suggestive moaning. On some occasions, players are made to dislodge an object wedged between a female character’s cleavage by shaking the object loose, with the camera focused on the bosom.

As the game frequently depicts such sexualized images, it would be more appropriate under an M18 rating where the Classification Guidelines permit “still or moving images which may be sexually titillating (but does not contain nudity), e.g. scantily-clad women shown in a manner that is sexually suggestive, but not excessive or gratuitous”.

The dialogue contains infrequent use of the expletive “f**k”. Mild swear words such as “damn”, “shit” and “crap” are also used."
2019,ONINAKI,ONINAKI,?????,SQUARE ENIX,2019,ASIA,Nintendo Switch,General,na,na
2019,UTAWARERUMONO ZAN,UTAWARERUMONO ZAN,"???? ?, UTAWARERUMONO ZAN: UNMASKED EDITION",NIS EUROPE,2019,"ASIA,EURO",Sony Playstation 4,General,na,na
2019,DARKSIDERS II: DEATHINITIVE EDITION,DARKSIDERS II: DEATHINITIVE EDITION,DARKSIDERS 2: DEATHINITIVE EDITION,THQ NORDIC,2019,EURO,Nintendo Switch,Advisory 16,Suitable for 16 & Above,"This compilation is rated Advisory 16, and consists of ‘Darksiders II’ and additional content. For more information, please refer to the original game’s record in the classification database."
2019,DAYS GONE,DAYS GONE,na,SONY INTERACTIVE ENTERTAINMENT INC.,2019,ASIA,Sony Playstation 4,Mature 18,VIOLENCE AND COARSE LANGUAGE,"‘Days Gone’ is an action-adventure survival horror game set in a post-apocalyptic world where a global pandemic has eradicated most of humanity and turned them into rabid, zombie-like creatures. The player takes on the role of Deacon St. John, a biker who travels from camp to camp, to take on bounties. During his journey, Deacon meets and befriends kindred souls, who are also determined to survive the hostile world.

The game is rated M18 for violence and coarse language.

Played from a third-person perspective, the player will traverse across mountainous and forested areas, moving between camps to undertake a variety of missions and complete objectives. The protagonist is equipped with firearms, explosives and melee weapons such as axes and knives, as well as weapons that are crafted using scavenged materials. These include Molotov cocktails, baseball bats that are improvised with nails or saw blades, and rowing oars improvised with knives or blades.

While travelling on the road and during missions, zombies, human survivors and wild animals are encountered. During the main story missions, the player character has to battle enemies in order to progress the story. The depiction of violence is coupled with frequent blood sprays when enemies are injured or killed. Stronger portrayals of violence, including depictions of torture, also occur in cutscenes. For example, there are depictions of throat slitting, severing of a victim’s ear, slashing of a victim’s cheek, and a scene where a victim’s arm is burnt by a blowtorch.

The game also contains depictions of gore where zombies are seen cannibalising other zombies, including details of bloodshed and tearing of flesh. There is also a cutscene that depicts decapitation and dismemberment of a zombie when a character fires a shotgun at its body. The level of violence, coupled with details of gore, is contained under the M18 guidelines which permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters if the violence is not sadistic, cruel and abhorrent.”

In addition, the game is peppered with expletives such as “motherf**ker” and “f**k”. According to the Classification Guidelines, M18 games may contain “frequent use of strong coarse language”."
2019,EARTH DEFENSE FORCE: IRON RAIN,EARTH DEFENSE FORCE: IRON RAIN,na,D3 PUBLISHER INC.,2019,ASIA,Sony Playstation 4,General,na,na
2019,DEATH'S GAMBIT,DEATH'S GAMBIT,na,SKYBOUND GAMES,2019,EURO,"Nintendo Switch,Sony Playstation 4",Advisory 16,Suitable for 16 & Above,"Set in the fantasy world of Leydia, ‘Death’s Gambit’ is an action role-playing game in which players undertake the role of Death’s assassin, seeking his mortality by hunting down other immortal characters.

The game is rated Advisory 16 (Suitable for 16 & Above).

The player character explores the dark world of Leydia, venturing below the depths of the world into caves and hidden lairs of the immortals. Sent by Death to complete multiple dangerous quests in order to obtain his mortality, the player will battle multiple fantastical enemies and boss characters.

During combat, the player character uses melee weapons such as swords, daggers and halberds, ranged weapons like the bow and arrow, to attack enemies. The player may carry shields and apply healing orbs for defense. When the player character or the enemies are struck by a weapon, blood splatters are visible. The amount of bloodshed is dependent on the type of weapon used. The player will also encounter environments strewn with bloody human corpses and animal carcasses. As these depictions are mitigated by the pixel art-style, they are permissible under an Advisory 16 rating where the guidelines permit “moderate level of violence” that “refers to realistic but not excessively graphic violence with depiction of blood”."
2019,THE OUTER WORLDS,THE OUTER WORLDS,na,"TAKE TWO ASIA/OBSIDIAN ENTERTAINMENT, INC",2019,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",Mature 18,Violence,"“The Outer Worlds” is a first person action role-playing game set in a futuristic colony world on the fringes of the galaxy. The protagonist arrives at Halcyon, humanity’s furthest space colony, as a result of unforeseen circumstances. Caught up in conspiracies from different corporations, the protagonist’s actions will determine the fate of the colony.

The game is classified M18 with the consumer advice “Violence”.

Played from a first person perspective, the player controls the protagonist and explores the Halcyon colony, interacting with various characters and undertaking a variety of missions. The protagonist’s conversation choices will affect the ending of the story. He will also fight alien creatures that threaten the safety of the colony. As the story progresses, he also fights the various human soldiers from different corporations based on the story choices made. 

The protagonist starts with a hand gun, but will soon pick up various weapons ranging from shotguns to more science fiction-based weapons such as laser guns, energy axes and scythes; or a rod that can shrink enemy body parts upon impact. Blood splatters are frequently depicted when damage is inflicted. On some occasions, enemies which are hit by energy weapons leave behind a glowing corpse which fades away after a while. Dismemberment may occur during combat. The player may also encounter a dismembered corpse with a missing head and limbs, with visible tissue. As such, the game would be appropriately classified under a M18 rating where the Classification Guidelines permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”  

The game also contains some use of coarse language, such as the expletive “f**k”."
2019,WOLFENSTEIN: CYBERPILOT,WOLFENSTEIN CYBERPILOT,na,BETHESDA SOFTWORKS,2019,ASIA,"PC,Sony Playstation 4",Mature 18,Violence And Coarse Language,"‘Wolfenstein: Cyberpilot’ is a virtual reality (VR) first-person shooter set in Nazi-occupied Paris in the 1980s, in an alternate reality where Germany had won WWII. The story revolves around a hacker who is enlisted by the French resistance to help liberate France from the Nazis. The hacker will support the resistance by taking control of robots to fight Nazi soldiers, cyborgs and the Reich’s mechanical war machines (robots, drones, dropships) on the streets of Paris.

This game is rated M18 for violence and coarse language.

Different robots can be controlled by the player over the course of the game to fight through each level from a first-person perspective. Combat occurs frequently, and the player will have to kill enemy soldiers and destroy the enemy’s machines in order to complete missions and progress the game. The player accomplishes this by utilising the commandeered robot to ram, shoot or burn down enemies.

There is frequent depiction of violence and gore. Attacks on enemies cause blood splatters and often decapitate, dismember, or blow them apart, leaving behind corpses, unidentifiable red chunks and blood stains on the scene. The M18 guidelines allow “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”

The game contains the use of coarse language, including variations of the expletive “f**k”. This can be permitted under the M18 guidelines, which allow for “frequent use of strong coarse language”."
2019,SLAY THE SPIRE,SLAY THE SPIRE,na,HUMBLE BUNDLE,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2019,OFFROAD RACING,OFFROAD RACING,na,MICROIDS,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2019,SHENMUE III,SHENMUE 3,na,SEGA,2019,ASIA,Sony Playstation 4,General,na,na
2019,CRICKET 19: THE OFFICIAL GAME OF THE ASHES,CRICKET 19: THE OFFICIAL GAME OF THE ASHES,na,MAXIMUM GAMES,2019,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2019,GRID,GRID,GRID (2019),KOCH MEDIA/CODEMASTERS,2019,EURO,"PC,Sony Playstation 4,Xbox One X",General,na,na
2019,GUN GUN PIXIES,GUN GUN PIXIES,GUN GUN PIXIES: DAY ONE EDITION,PQUBE,2019,EURO,Nintendo Switch,Mature 18,Nudity And Sexual References,"‘Gun Gun Pixies’ is a third-person shooter about alien pixies from the planet Pandemo who have been sent to Earth to study human behaviour. Pandemo’s inhabitants are no longer socialising – as a result children are no longer born, pushing the planet towards extinction. The protagonists Bee-tan and Kame-pon set up base in a college girl’s dormitory to secretly observe the resident female students, and must send back information that may save Pandemo.

This game is rated M18 for nudity and sexual references.

The player controls one of the protagonist from a third-person perspective to explore the dormitory and complete mission objectives. These typically comprise ‘search and combat’ stages, requiring the player to explore various rooms to collect information while avoiding detection by the relatively gigantic humans going about their day-to-day activities. Upon completing mission objectives, the story narrative progresses through ‘visual novel’ dialogue scenes. The player can unlock weapons and outfits to customise the protagonists’ appearance during missions. 

The game features mild violence, where the player has to shoot at floating projectiles called “Auras”, and at the dormitory’s human occupants whom the Auras emanate from. The protagonists are armed with either a pistol or rifle loaded with “Happy Bullets”, which induce happiness in targets and help them to relax. The humans flinch when specific body parts are shot at, with accompanying text displaying the effectiveness of the shot.

There are frequent depictions of female characters in sexually suggestive positions and partial nudity. Their underwear is often visible beneath their skirts, such as when the protagonists adopt a crawling posture during exploration, or when the player gazes up at the gigantic human characters from the floor. The protagonists’ outfits can completely tear off when they are hit by Aura, while stages that occur in the bathroom depict both the human character and the protagonist naked. In these instances, patches of light or foam cover their chest and crotches. While the game does not contain details of nudity, these depictions would be more appropriate under an M18 rating where the Classification Guidelines permit “still or moving images which may be sexually titillating (but does not contain nudity), e.g. scantily-clad women shown in a manner that is sexually suggestive, but not excessive or gratuitous”."
2019,DEEMO REBORN,DEEMO - REBORN -,na,RAYARK,2019,ASIA,Sony Playstation 4,General,na,na
2019,ZOMBIELAND: DOUBLE TAP - ROADTRIP,ZOMBIELAND: DOUBLE TAP - ROADTRIP,na,MAXIMUM GAMES,2019,EURO,"Nintendo Switch,Sony Playstation 4",Advisory 16,Suitable for 16 & Above,"‘Zombieland Double Tap: Roadtrip’ is an action game based on the ‘Zombieland’ movies. The player will undertake the role of the protagonists to explore and fight through various zombie-infested states, as they travel eastwards across post-apocalyptic America.

The game is rated Advisory 16 (Suitable for 16 & Above).

From a top-down perspective, the player characters will scour through towns, streets and buildings in order to complete mission objectives and eliminate waves of zombies. The game can be played solo or cooperatively by up to four players. An assortment of firearms and melee weapons, found within trash containers and car boots, can be used to defeat the zombie hordes, while health replenishment and stat boost items can be picked up. A powerful, limited-use special ability can also be triggered to help the player characters when they are overwhelmed by crowds. At the end of each mission, skill points are awarded to the player to upgrade characters.

There are frequent depictions of blood effects in the game. Blood splatters can be seen when zombies are struck by gunfire, melee weapons or explosions, leaving behind large blood stains on surrounding surfaces. A particular type of zombie also explodes with a large blood splatter when shot. The blood stains and corpses disappear shortly after. The Advisory 16 guidelines allow “Realistic but not excessively graphic violence with depiction of blood”.

Coarse language such as “f**k” and its variations are used in the dialogue, and can also be seen in the text of some screens."
2019,DARKSIDERS: GENESIS,DARKSIDERS GENESIS,na,THQ NORDIC,2019,EURO,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",Advisory 16,Suitable for 16 & Above,"‘Darksiders Genesis’ is a fantasy action game that follows the exploits of War and Strife, two of the biblical Four Horsemen of the Apocalypse, as they investigate a plot by the demon king Lucifer. Under the orders of the Council, the pair set off to thwart Lucifer’s plans to disrupt the balance of creation.

The game is rated Advisory 16 (Suitable for 16 & Above).

From a top-down perspective, the game can be played in single or two-player cooperative mode. The protagonists explore various levels on foot or horseback, and must fight through waves of enemies comprising demons, creatures and angels. Besides using their weapons in combat, the Horsemen can also perform powerful special attacks to eliminate enemies quickly. As the player progresses through levels, items and upgrades can be purchased.

The game contains frequent depictions of violence, accompanied by blood splatter effects when characters are struck. When enemies are at low health, they can be executed in various random ways, such as being impaled or shot point-blank in the head. There are no strong details due to the distant view perspective. Cinematic scenes also contain violence, such as a demon’s head being crushed, and another being shot in the chest resulting in a large visible hole in its torso. The overall violence can be allowed under the Advisory 16 guidelines, which permit “realistic but not excessively graphic violence with depiction of blood”."
2019,WILL: A WONDERFUL WORLD,WILL: A WONDERFUL WORLD,na,PM STUDIOS,2019,US,Nintendo Switch,Age Advisory,na,"‘Will: A Wonderful Life’ is a roleplaying visual-novel that revolves around a mysterious girl and her companion dog, who are gods that read letters and use a magical quill to alter the lives of individuals who reach out to them for help.

The game is rated Age Advisory (Suitable for 16 & Above).

The narrative is delivered through text, sound effects and still images. Over the course of the game, the player character receives letters from troubled individuals and learns of the conflicts they face. By rearranging text boxes, the player changes the sequence of events so as to achieve positive endings for the victim.

The game contains some use of the expletive “f**k”, which is seen in the text. There are also uses of swear words such as “ass”, “damn”, “shit”, “hell”, bitch” and “bastard”. This is permitted under Age Advisory rating where the guidelines state, “coarse language should be limited to the use of words like “f**k””.

The game also contains written stories that describe scenes of violence. In some of the stories, blood splatters appear on the screen as the plot unfolds. These are permitted under Age Advisory rating where “realistic but not excessively graphic violence with depiction of blood which may be included in the gameplay”.

In addition, some stories contain written text where intimacy and sexual violence are implied."
2019,AGE OF EMPIRES II: DEFINITIVE EDITION,AGE OF EMPIRES II: DEFINITIVE EDITION,AGE OF EMPIRES 2: DEFINITIVE EDITION,MICROSOFT,2019,ASIA,PC,General,na,na
2019,GUACAMELEE! ONE-TWO PUNCH COLLECTION,GUACAMELEE: ONE-TWO PUNCH COLLECTION,na,LEADMAN GAMES,2019,US,Nintendo Switch,General,na,na
